a5,6
a3P1,12
a2Q1,36
a2P2,18
aQ2,72
aP3,24
aP1_2,24
Q3,120
Q1P1,72
P4,20
P2P1,36
a2bP1,36
agP1,144
abaP1,48
abQ1,144
abP2,72
gaP1,240
gQ1,720
gP2,360
ba2P1,60
baQ1,180
baP2,90
bQ2,360
bP3,120
bP1_2,120
P1bP1,72
abbP1,144
gbP1,720
babP1,180
bgP1,720
bbaP1,240
bbQ1,720
bbP2,360
bbbP1,720
